local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,evidence_strength_key,,TEXT,not-outcome-intervention,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,finding,,TEXT,"Useful infrastructure for comparing studies, but it does not itself improve learning without good implementation.",content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,inputs_changed,,TEXT,"Evidence tier rules, grant requirements, intervention review standards",content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,local_key,,TEXT,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,name,,TEXT,ESSA evidence tiers and evidence-based intervention requirements,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,normalization_issues,,TEXT,"Tiers are about evidence strength, not guaranteed local effect; external validity still matters.",content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,outputs_measured,,TEXT,"Evidence tiers, study quality, implementation plans",content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,slug,,TEXT,essa-evidence-tiers-and-evidence-based-intervention-requirements,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,tags,,TEXT,evidence tiers; ESSA,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,target_population,,TEXT,"States, districts, schools",content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,theory_of_action,,TEXT,Classify and encourage use of interventions backed by rigorous evidence.,content/initiatives.json,
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,years_scale,,TEXT,2015 onward; federal framework,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,category,,TEXT,Finance/recovery,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,evaluation_designs,,TEXT,District recovery scorecards; NAEP/state trends; spending/outcome analysis,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,finding,,TEXT,"Relief funding appears to have aided recovery in many places, but which components drove gains varies by district.",content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,inputs_changed,,TEXT,"Relief spending per pupil, tutoring, summer/enrichment, staffing, HVAC, mental health, edtech",content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,local_key,,TEXT,initiative:esser-and-pandemic-recovery-initiatives,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,name,,TEXT,ESSER and pandemic recovery initiatives,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,normalization_issues,,TEXT,"Spending categories are broad; local recovery depends on closure length, absenteeism, staffing, and baseline losses.",content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,outputs_measured,,TEXT,"NAEP, state tests, achievement recovery, absenteeism, spending categories",content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,slug,,TEXT,esser-and-pandemic-recovery-initiatives,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,tags,,TEXT,pandemic recovery; ESSER,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,target_population,,TEXT,Districts and states after COVID disruptions,content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,theory_of_action,,TEXT,"Federal relief dollars should support recovery through tutoring, summer learning, staffing, mental health, technology, and HVAC/safety.",content/initiatives.json,
initiative:esser-and-pandemic-recovery-initiatives,,years_scale,,TEXT,2020-2024 funds; ongoing recovery,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,category,,TEXT,Time/dosage,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,evaluation_designs,,TEXT,Causal synthesis; quasi studies; RCTs in specific models,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,finding,,TEXT,"Additional time has generally positive but context-sensitive effects, often small to moderate depending on dosage and use.",content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,inputs_changed,,TEXT,"Minutes/day, days/year, block scheduling, teacher planning time, enrichment",content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,local_key,,TEXT,initiative:extended-learning-time-longer-day-or-year,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,name,,TEXT,Extended learning time / longer day or year,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,normalization_issues,,TEXT,"Normalize by active learning time, not scheduled time; additional time can be low-value if poorly used.",content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,outputs_measured,,TEXT,"Achievement, attendance, enrichment, teacher collaboration",content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,slug,,TEXT,extended-learning-time-longer-day-or-year,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,tags,,TEXT,time; schedule,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,target_population,,TEXT,Schools and districts,content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,theory_of_action,,TEXT,"More time can increase active learning, enrichment, tutoring, and teacher collaboration.",content/initiatives.json,
initiative:extended-learning-time-longer-day-or-year,,years_scale,,TEXT,2000s onward; charter/district/state,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,category,,TEXT,Whole-child/climate,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,evaluation_designs,,TEXT,RCTs of messaging/info; quasi family engagement studies,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,finding,,TEXT,"Information interventions can be cost-effective, but family engagement is not a substitute for strong instruction.",content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,inputs_changed,,TEXT,"Text messages, report cards, family conferences, home visits, parent training, two-way communication",content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,local_key,,TEXT,initiative:family-engagement-and-parent-information-interventions,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,name,,TEXT,Family engagement and parent information interventions,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,normalization_issues,,TEXT,Low-cost nudges and intensive home visiting are different treatments; language/cultural fit matters.,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,outputs_measured,,TEXT,"Attendance, homework, course passing, test scores, parent behavior",content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,slug,,TEXT,family-engagement-and-parent-information-interventions,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,tags,,TEXT,family engagement; nudges,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,target_population,,TEXT,Families and students,content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,theory_of_action,,TEXT,"Parents can support learning and attendance when schools provide timely, usable information and partnership structures.",content/initiatives.json,
initiative:family-engagement-and-parent-information-interventions,,years_scale,,TEXT,Ongoing; school/district,content/initiatives.json,
initiative:four-day-school-week,,category,,TEXT,Time/dosage,content/initiatives.json,
initiative:four-day-school-week,,evaluation_designs,,TEXT,Difference-in-differences; state comparisons,content/initiatives.json,
initiative:four-day-school-week,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:four-day-school-week,,finding,,TEXT,"Evidence is mixed and often negative when total learning time drops, making it a cautionary time-policy case.",content/initiatives.json,
initiative:four-day-school-week,,inputs_changed,,TEXT,"School days/week, daily minutes, total annual hours, attendance, teacher recruitment",content/initiatives.json,
initiative:four-day-school-week,,local_key,,TEXT,initiative:four-day-school-week,content/initiatives.json,
initiative:four-day-school-week,,name,,TEXT,Four-day school week,content/initiatives.json,
initiative:four-day-school-week,,normalization_issues,,TEXT,Total instructional hours and district selection are central; not designed primarily as learning intervention.,content/initiatives.json,
