local_relation_key,geo_relation_id,relation_key,from_entity_key,to_entity_key,position,verified,source_file,json_pointer
dossier:item:initiative:restorative-practices,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:restorative-practices,,true,content/*.json,
dossier:item:initiative:saga-style-and-tech-infused-tutoring,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:saga-style-and-tech-infused-tutoring,,true,content/*.json,
dossier:item:initiative:school-finance-reforms-adequacy-and-equity-funding,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:school-finance-reforms-adequacy-and-equity-funding,,true,content/*.json,
dossier:item:initiative:school-improvement-grants,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:school-improvement-grants,,true,content/*.json,
dossier:item:initiative:science-of-reading-state-policy-wave,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:science-of-reading-state-policy-wave,,true,content/*.json,
dossier:item:initiative:social-and-emotional-learning-programs,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:social-and-emotional-learning-programs,,true,content/*.json,
dossier:item:initiative:state-test-based-accountability-before-nclb,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:state-test-based-accountability-before-nclb,,true,content/*.json,
dossier:item:initiative:success-for-all,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:success-for-all,,true,content/*.json,
dossier:item:initiative:summer-learning-programs,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:summer-learning-programs,,true,content/*.json,
dossier:item:initiative:teach-for-america-and-alternate-route-pipelines,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:teach-for-america-and-alternate-route-pipelines,,true,content/*.json,
dossier:item:initiative:teacher-coaching,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:teacher-coaching,,true,content/*.json,
dossier:item:initiative:teacher-merit-pay-point-and-similar-incentives,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:teacher-merit-pay-point-and-similar-incentives,,true,content/*.json,
dossier:item:initiative:tennessee-voluntary-pre-k,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:tennessee-voluntary-pre-k,,true,content/*.json,
dossier:item:initiative:traditional-workshop-professional-development,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:traditional-workshop-professional-development,,true,content/*.json,
dossier:item:input_variable:input-variable:accountability-and-incentives,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:accountability-and-incentives,,true,content/*.json,
dossier:item:input_variable:input-variable:counterfactual-context,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:counterfactual-context,,true,content/*.json,
dossier:item:input_variable:input-variable:curriculum-content,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:curriculum-content,,true,content/*.json,
dossier:item:input_variable:input-variable:dosage-and-intensity,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:dosage-and-intensity,,true,content/*.json,
dossier:item:input_variable:input-variable:early-childhood-quality,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:early-childhood-quality,,true,content/*.json,
dossier:item:input_variable:input-variable:finance-and-resources,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:finance-and-resources,,true,content/*.json,
dossier:item:input_variable:input-variable:governance-and-choice,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:governance-and-choice,,true,content/*.json,
dossier:item:input_variable:input-variable:implementation-and-fidelity,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:implementation-and-fidelity,,true,content/*.json,
dossier:item:input_variable:input-variable:pedagogy-and-instructional-model,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:pedagogy-and-instructional-model,,true,content/*.json,
dossier:item:input_variable:input-variable:staffing-ratio-and-adult-contact,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:staffing-ratio-and-adult-contact,,true,content/*.json,
dossier:item:input_variable:input-variable:target-population,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:target-population,,true,content/*.json,
dossier:item:input_variable:input-variable:teacher-supports,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:teacher-supports,,true,content/*.json,
dossier:item:input_variable:input-variable:technology-role,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:technology-role,,true,content/*.json,
dossier:item:input_variable:input-variable:time-structure,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:time-structure,,true,content/*.json,
dossier:item:input_variable:input-variable:whole-child-supports,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,input_variable:input-variable:whole-child-supports,,true,content/*.json,
dossier:item:method:core-resource:education-recovery-scorecard,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:core-resource:education-recovery-scorecard,,true,content/*.json,
dossier:item:method:core-resource:essa-evidence-tiers,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:core-resource:essa-evidence-tiers,,true,content/*.json,
dossier:item:method:core-resource:naep,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:core-resource:naep,,true,content/*.json,
dossier:item:method:core-resource:seda,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:core-resource:seda,,true,content/*.json,
dossier:item:method:core-resource:what-works-clearinghouse,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:core-resource:what-works-clearinghouse,,true,content/*.json,
dossier:item:method:design-glossary:difference-in-differences-event-study,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:difference-in-differences-event-study,,true,content/*.json,
dossier:item:method:design-glossary:lottery-design,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:lottery-design,,true,content/*.json,
dossier:item:method:design-glossary:matched-comparison-virtual-control,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:matched-comparison-virtual-control,,true,content/*.json,
dossier:item:method:design-glossary:meta-analysis-systematic-review,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:meta-analysis-systematic-review,,true,content/*.json,
dossier:item:method:design-glossary:rct,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:rct,,true,content/*.json,
dossier:item:method:design-glossary:regression-discontinuity,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:design-glossary:regression-discontinuity,,true,content/*.json,
dossier:item:method:evidence-signal:limited-descriptive,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:evidence-signal:limited-descriptive,,true,content/*.json,
dossier:item:method:evidence-signal:mixed-conditional,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:evidence-signal:mixed-conditional,,true,content/*.json,
dossier:item:method:evidence-signal:not-an-outcome-intervention,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:evidence-signal:not-an-outcome-intervention,,true,content/*.json,
dossier:item:method:evidence-signal:promising-causal-quasi,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:evidence-signal:promising-causal-quasi,,true,content/*.json,
dossier:item:method:evidence-signal:strong-causal-evidence,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:evidence-signal:strong-causal-evidence,,true,content/*.json,
dossier:item:method:normalization:common-scales,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:normalization:common-scales,,true,content/*.json,
dossier:item:method:normalization:cost-effectiveness,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:normalization:cost-effectiveness,,true,content/*.json,
dossier:item:method:normalization:effect-sizes,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:normalization:effect-sizes,,true,content/*.json,
dossier:item:method:normalization:itt-vs-tot,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,method:normalization:itt-vs-tot,,true,content/*.json,
dossier:item:outcome:outcome:academic-growth,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:academic-growth,,true,content/*.json,
dossier:item:outcome:outcome:achievement-test-scores,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:achievement-test-scores,,true,content/*.json,
dossier:item:outcome:outcome:attendance-and-engagement,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:attendance-and-engagement,,true,content/*.json,
dossier:item:outcome:outcome:behavior-and-climate,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:behavior-and-climate,,true,content/*.json,
dossier:item:outcome:outcome:completion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:completion,,true,content/*.json,
dossier:item:outcome:outcome:cost-effectiveness,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:cost-effectiveness,,true,content/*.json,
dossier:item:outcome:outcome:coursework-and-grades,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:coursework-and-grades,,true,content/*.json,
dossier:item:outcome:outcome:grade-progression,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:grade-progression,,true,content/*.json,
dossier:item:outcome:outcome:health-crime-and-civic-outcomes,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:health-crime-and-civic-outcomes,,true,content/*.json,
dossier:item:outcome:outcome:implementation-mediators,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:implementation-mediators,,true,content/*.json,
dossier:item:outcome:outcome:labor-market-and-adult-outcomes,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:labor-market-and-adult-outcomes,,true,content/*.json,
dossier:item:outcome:outcome:math-subskills-and-course-readiness,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:math-subskills-and-course-readiness,,true,content/*.json,
dossier:item:outcome:outcome:postsecondary-outcomes,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:postsecondary-outcomes,,true,content/*.json,
dossier:item:outcome:outcome:proficiency-and-cut-score-metrics,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:proficiency-and-cut-score-metrics,,true,content/*.json,
dossier:item:outcome:outcome:reading-subskills,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:reading-subskills,,true,content/*.json,
dossier:item:outcome:outcome:sel-and-noncognitive-outcomes,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,outcome:outcome:sel-and-noncognitive-outcomes,,true,content/*.json,
dossier:item:research_design:descriptive,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:descriptive,,true,content/*.json,
dossier:item:research_design:difference-in-differences,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:difference-in-differences,,true,content/*.json,
dossier:item:research_design:event-study,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:event-study,,true,content/*.json,
dossier:item:research_design:lottery,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:lottery,,true,content/*.json,
dossier:item:research_design:matched-comparison,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:matched-comparison,,true,content/*.json,
dossier:item:research_design:meta-analysis,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:meta-analysis,,true,content/*.json,
dossier:item:research_design:rct,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:rct,,true,content/*.json,
dossier:item:research_design:regression-discontinuity,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:regression-discontinuity,,true,content/*.json,
dossier:item:research_design:systematic-review,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,research_design:systematic-review,,true,content/*.json,
dossier:item:source:src-001,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-001,,true,content/*.json,
dossier:item:source:src-002,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-002,,true,content/*.json,
dossier:item:source:src-003,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-003,,true,content/*.json,
dossier:item:source:src-004,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-004,,true,content/*.json,
dossier:item:source:src-005,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-005,,true,content/*.json,
dossier:item:source:src-006,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-006,,true,content/*.json,
dossier:item:source:src-007,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-007,,true,content/*.json,
dossier:item:source:src-008,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-008,,true,content/*.json,
dossier:item:source:src-009,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-009,,true,content/*.json,
dossier:item:source:src-010,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-010,,true,content/*.json,
dossier:item:source:src-011,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-011,,true,content/*.json,
dossier:item:source:src-012,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-012,,true,content/*.json,
dossier:item:source:src-013,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-013,,true,content/*.json,
dossier:item:source:src-014,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-014,,true,content/*.json,
dossier:item:source:src-015,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-015,,true,content/*.json,
dossier:item:source:src-016,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-016,,true,content/*.json,
dossier:item:source:src-017,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-017,,true,content/*.json,
dossier:item:source:src-018,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-018,,true,content/*.json,
dossier:item:source:src-019,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-019,,true,content/*.json,
dossier:item:source:src-020,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-020,,true,content/*.json,
dossier:item:source:src-021,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-021,,true,content/*.json,
dossier:item:source:src-022,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-022,,true,content/*.json,
dossier:item:source:src-023,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-023,,true,content/*.json,
dossier:item:source:src-024,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,source:src-024,,true,content/*.json,
